"gut_r1"	"gut_r2"	"gut_r3"	"duct_r1"	"duct_r2"	"duct_r3"	"node_r1"	"node_r2"	"node_r3"	"log2fold"	"p"	"p.adj"	"chromosome"	"start"	"stop"	"gene_name"	"gene_type"	"mean"	"mlog10p"	"sig"
"ENSMUSG00000027239"	12.95	10.88	8.3	443.09	540.69	709.92	783.67	414.08	456.93	5.7320012302	7.46816106138751e-36	7.51772525377378e-33	"2"	91929805	91932297	"Mdk"	"protein_coding"	375.612222222222	35.1267863244512	"TRUE"
"ENSMUSG00000027249"	0	0.78	0	11.76	0.97	130.65	64.3	38.24	50.77	7.3969145806	8.58762235121337e-05	0.0009648011	"2"	91625320	91636414	"F2"	"protein_coding"	33.0522222222222	4.06612706232502	"TRUE"
"ENSMUSG00000027274"	9.25	34.2	31.82	49.41	49.24	80.81	90.39	92.74	86.4	1.2399489252	0.0026243168	0.0162033502	"2"	136873780	136891389	"Mkks"	"protein_coding"	58.2511111111111	2.58098373934701	"TRUE"
"ENSMUSG00000027281"	256.23	203.66	333.46	157.63	153.52	186.54	306.57	332.73	374.99	-0.6727625131	0.0051466028	0.0277057069	"2"	136891218	137071950	"Slx4ip"	"protein_coding"	256.147777777778	2.28847934805537	"FALSE"
"ENSMUSG00000027293"	551.31	635.08	662.07	2222.49	1821.93	2117.66	840.51	907.08	615.48	1.7367769034	1.51337655884425e-14	1.39090639414836e-12	"2"	120089175	120154606	"Ehd4"	"protein_coding"	1152.62333333333	13.8200529972374	"TRUE"
"ENSMUSG00000027312"	357.98	197.44	345.22	169.39	118.76	104.22	70.82	212.33	212.88	-1.1983069424	0.0093454971	0.0441020369	"2"	130906495	131030333	"Atrn"	"protein_coding"	198.782222222222	2.0293975929427	"TRUE"
"ENSMUSG00000027315"	12504.33	14490.21	12110.98	1715.88	1995.72	887.39	4613.5	3958.59	3503.16	-3.0883531997	1.32285451639279e-28	6.8996784438757e-26	"2"	119237362	119249527	"Spint1"	"protein_coding"	6197.75111111111	27.8784879156024	"TRUE"
"ENSMUSG00000027326"	1115.57	893.93	1161.56	630.52	190.21	447.85	115.55	289.61	231.58	-1.3206016092	0.0003642587	0.0032462745	"2"	119047119	119105501	"Knl1"	"protein_coding"	564.042222222222	3.43859006669079	"TRUE"
"ENSMUSG00000027327"	328.38	330.37	301.63	467.4	572.55	580.77	394.16	262.77	247.62	0.755108775	0.0006808454	0.0054153553	"2"	131146324	131160081	"1700037H04Rik"	"protein_coding"	387.294444444444	3.16695149241806	"FALSE"
"ENSMUSG00000027330"	430.13	284.5	543.77	3276.49	1223.31	2539.84	475.23	639.43	471.19	2.4838616989	1.91819585363428e-08	5.97303284990625e-07	"2"	131186949	131198497	"Cdc25b"	"protein_coding"	1098.21	7.71710705211315	"TRUE"
"ENSMUSG00000027344"	31.45	33.43	22.14	10.98	0	0	19.57	8.95	10.69	-2.9613689145	0.0022236608	0.0142351139	"2"	118204888	118256966	"Fsip1"	"protein_coding"	15.2455555555556	2.65293145986126	"TRUE"
"ENSMUSG00000027347"	172.98	67.63	112.07	1118.31	929.79	556.6	278.62	1373.22	1372.58	2.8858479387	7.27337140115212e-07	1.5054e-05	"2"	117279993	117343001	"Rasgrp1"	"protein_coding"	664.644444444444	6.13826423542421	"TRUE"
"ENSMUSG00000027349"	45.33	57.52	75.41	139.59	182.48	308.89	166.8	142.37	95.31	1.8206243773	8.79628827195107e-06	0.0001358379	"2"	117249739	117271540	"Fam98b"	"protein_coding"	134.855555555556	5.05570054637967	"TRUE"
"ENSMUSG00000027361"	1834.3	1113.91	1287.48	2466.39	2673.52	2017.22	1949.39	2588.62	3308.09	0.7570333597	0.003640733	0.0210289627	"2"	126627442	126676337	"Gabpb1"	"protein_coding"	2137.65777777778	2.43881116970064	"FALSE"
"ENSMUSG00000027363"	3210.72	2113.56	2696.02	1625.7	914.35	915.34	1752.77	2072.85	2186.69	-1.2146014216	0.0004822142	0.0040549917	"2"	126707328	126759297	"Usp8"	"protein_coding"	1943.11111111111	3.3167600048859	"TRUE"
"ENSMUSG00000027379"	1228.42	985.65	1093.77	584.25	146.76	239.41	68.96	327.04	188.83	-1.7685980169	0.0017983845	0.012033257	"2"	127801122	127831865	"Bub1"	"protein_coding"	540.343333333333	2.74511744921239	"TRUE"
"ENSMUSG00000027386"	33.3	25.65	14.53	0	0	0	0.93	0.81	0.89	-7.3243967296	3.20998373012143e-05	0.0004233242	"2"	128862981	128897034	"Fbln7"	"protein_coding"	8.45666666666667	4.49349716882142	"TRUE"
"ENSMUSG00000027395"	569.81	531.69	422.01	272.13	86.9	219.02	299.12	164.33	144.29	-1.3964733922	0.0039971463	0.0226794842	"2"	129100995	129126594	"Polr1b"	"protein_coding"	301.033333333333	2.39824995578795	"TRUE"
"ENSMUSG00000027399"	4452.09	2998.94	3993.18	381.13	463.45	206.18	12.11	67.52	49.88	-3.4453434714	4.45332000424397e-06	7.37377898797951e-05	"2"	129299610	129309972	"Il1a"	"protein_coding"	1402.72	5.35131609645108	"TRUE"
"ENSMUSG00000027423"	6449.19	6184.44	5972.47	4648.1	4059.04	4376.55	3687.26	3351.71	3150.44	-0.5078318767	8.34382331790101e-05	0.0009409578	"2"	144250123	144270906	"Snx5"	"protein_coding"	4653.24444444444	4.07863490075519	"FALSE"
"ENSMUSG00000027425"	733.54	599.32	531.32	396.82	323.45	151.8	171.46	318.09	161.22	-1.0962686949	0.0042908987	0.0239938404	"2"	144368983	144407676	"Csrp2bp"	"protein_coding"	376.335555555556	2.36745173821734	"TRUE"
"ENSMUSG00000027439"	395.91	389.44	235.22	154.49	235.59	149.54	482.69	371.78	409.73	-0.9206958049	0.0022903754	0.0145772123	"2"	148681023	148692949	"Gzf1"	"protein_coding"	313.821111111111	2.64009332954358	"FALSE"
"ENSMUSG00000027456"	73.08	75.4	113.46	245.46	211.45	224.3	174.25	103.32	186.16	1.3777188759	0.0101746204	0.0470463442	"2"	151572622	151590005	"Sdcbp2"	"protein_coding"	156.32	1.99248178468364	"TRUE"
"ENSMUSG00000027460"	333	397.99	238.68	3.92	0	1.51	0.93	5.69	12.47	-7.4432064789	1.06203510903191e-10	5.28812374217965e-09	"2"	151911210	151945337	"Angpt4"	"protein_coding"	110.465555555556	9.97386112599768	"TRUE"
"ENSMUSG00000027463"	1963.8	1663.49	1892.12	85.48	191.17	28.7	219.91	356.32	425.76	-4.1811776484	6.09140633368867e-19	1.11478079245392e-16	"2"	151996511	152009258	"Slc52a3"	"protein_coding"	758.527777777778	18.2152824294605	"TRUE"
"ENSMUSG00000027478"	125.8	145.36	206.85	39.21	56.97	29.45	58.71	52.07	63.24	-1.9337413818	6.35072601572615e-05	0.000750087	"2"	153649450	153687730	"Dnmt3b"	"protein_coding"	86.4066666666667	4.19717662327493	"TRUE"
"ENSMUSG00000027489"	33.3	30.32	38.05	5.49	0	0.76	0	14.64	0.89	-3.9961229626	0.0007670231	0.0059911658	"2"	154544399	154558890	"Necab3"	"protein_coding"	13.7166666666667	3.11519155645328	"TRUE"
"ENSMUSG00000027490"	1330.17	1375.1	1289.55	792.07	547.45	839.06	309.37	474.28	277.01	-0.8737770113	6.07742456526346e-05	0.0007244108	"2"	154559407	154569892	"E2f1"	"protein_coding"	803.784444444444	4.21628042303883	"FALSE"
"ENSMUSG00000027495"	241.43	225.43	273.96	377.21	649.79	327.77	640.17	577.6	503.25	0.8684423688	0.0008648656	0.0065925067	"2"	172345565	172355749	"Fam210b"	"protein_coding"	424.067777777778	3.06305137659694	"FALSE"
"ENSMUSG00000027508"	204.43	134.48	154.28	403.88	481.79	642.7	185.43	296.94	289.48	1.6338602992	5.41877470713975e-08	1.51747512369204e-06	"3"	9687479	9833679	"Pag1"	"protein_coding"	310.378888888889	7.26609890499056	"TRUE"
"ENSMUSG00000027520"	0.93	0.78	0	104.3	135.17	93.65	12.11	23.59	37.41	7.6871279089	6.2425479717621e-08	1.7091637576755e-06	"1"	63273265	63314576	"Zdbf2"	"protein_coding"	45.3266666666667	7.20463811156508	"TRUE"
"ENSMUSG00000027533"	335.78	223.87	244.9	8375.53	13819.45	11705.3	2540.17	9357.12	9524.35	5.3971705038	6.11445312928459e-14	5.14378369501066e-12	"3"	10012548	10016607	"Fabp5"	"protein_coding"	6236.27444444444	13.213642379765	"TRUE"
"ENSMUSG00000027544"	1768.63	1757.54	1923.95	672.08	448	240.92	129.52	292.87	192.39	-2.0017167229	1.12122687778898e-05	0.000167806	"2"	168476410	168601657	"Nfatc2"	"protein_coding"	825.1	4.95030649998103	"TRUE"
"ENSMUSG00000027551"	307.1	347.47	358.36	669.73	928.83	326.26	475.23	540.18	382.11	0.9247012365	0.0023230937	0.0147494532	"2"	168893331	168955587	"Zfp64"	"protein_coding"	481.696666666667	2.63393327294954	"FALSE"
"ENSMUSG00000027555"	33.3	13.99	24.21	160.77	214.34	199.38	512.51	418.96	412.4	3.0187576418	2.89341815070843e-23	8.15748417273378e-21	"3"	14641727	14663002	"Car13"	"protein_coding"	221.095555555556	22.5385887984908	"TRUE"
"ENSMUSG00000027562"	765.91	613.31	567.98	2919.67	3189.1	2238.5	2296.96	13902.26	14173.85	2.0999428165	0.0106755919	0.0489075263	"3"	14886273	14900770	"Car2"	"protein_coding"	4518.61555555556	1.97160803651114	"TRUE"
"ENSMUSG00000027580"	462.51	441.52	570.06	923.03	1391.31	1108.68	1808.68	1361.02	1562.3	1.2147660274	1.6437e-05	0.0002339189	"2"	181227615	181242027	"Helz2"	"protein_coding"	1069.90111111111	4.78417744484563	"TRUE"
"ENSMUSG00000027596"	26.83	11.66	12.45	57.25	36.69	108.75	4.66	4.07	0.89	2.0014847394	0.0078882445	0.038704714	"2"	154791402	155051012	"a"	"protein_coding"	29.25	2.10301963668815	"TRUE"
"ENSMUSG00000027598"	7500.01	4656.98	7340.89	2084.47	1202.07	713.69	746.4	2037.06	2203.61	-2.2851501851	2.45776317090573e-05	0.0003325312	"2"	155133509	155226855	"Itch"	"protein_coding"	3165.02	4.60945996787922	"TRUE"
"ENSMUSG00000027615"	3897.08	3631.69	4829.59	1146.54	817.79	617.02	251.59	523.91	473.86	-2.2593120572	1.78239750501687e-10	8.33770384465626e-09	"3"	19995945	20035315	"Hps3"	"protein_coding"	1798.78555555556	9.74899543442724	"TRUE"
"ENSMUSG00000027624"	11.1	11.66	5.53	20.39	48.28	27.19	22.36	59.39	41.86	1.7649981228	0.0036438356	0.0210352358	"2"	156420909	156543214	"Epb41l1"	"protein_coding"	27.5288888888889	2.43844122544861	"TRUE"
"ENSMUSG00000027628"	427.36	364.57	341.76	633.65	914.35	534.7	614.08	555.63	783.82	0.8772288556	0.0007100877	0.0056115753	"2"	156547584	156568972	"Aar2"	"protein_coding"	574.435555555556	3.14868801005002	"FALSE"
"ENSMUSG00000027630"	2257.96	2186.63	2540.36	1318.28	1289.93	1197.04	740.81	1561.96	1946.2	-0.8763131982	0.0071693728	0.0358864263	"3"	22076652	22216594	"Tbl1xr1"	"protein_coding"	1671.01888888889	2.14451883616113	"FALSE"
"ENSMUSG00000027634"	1136.84	1193.98	1115.9	677.57	539.72	539.23	659.74	641.05	579.85	-0.9723849587	0.0055374224	0.0294562067	"2"	156927345	156992056	"Ndrg3"	"protein_coding"	787.097777777778	2.25669234681636	"FALSE"
"ENSMUSG00000027639"	4845.22	5105.5	5652.16	11938.26	14019.31	10991.6	18621.71	17458.16	19793.33	1.2437097451	0.0043927438	0.0244258567	"2"	157097533	157135265	"Samhd1"	"protein_coding"	12047.25	2.35726412555119	"TRUE"
"ENSMUSG00000027646"	12.95	59.85	28.36	99.6	202.76	97.42	1366.06	339.24	386.57	1.9780156895	0.0032252209	0.0191007004	"2"	157418444	157471862	"Src"	"protein_coding"	288.09	2.49144053455876	"TRUE"
"ENSMUSG00000027650"	1154.42	904.03	1285.4	660.32	477.93	152.56	881.51	634.55	820.34	-1.3737356354	0.0001394822	0.0014492116	"2"	157981803	158028433	"Tti1"	"protein_coding"	774.562222222222	3.85548121127939	"TRUE"
"ENSMUSG00000027651"	1477.25	1703.13	1628.54	837.55	524.28	760.52	485.48	722.41	755.32	-1.1792602468	1.67552330068007e-07	4.10769008485173e-06	"2"	158028497	158132297	"Rprd1b"	"protein_coding"	988.275555555556	6.77584952826654	"TRUE"
"ENSMUSG00000027654"	144.3	80.06	124.53	300.36	221.1	472.02	237.62	211.52	161.22	1.5114407305	0.0003685256	0.0032735322	"2"	158768093	158786637	"Fam83d"	"protein_coding"	216.97	3.43353233805576	"TRUE"
"ENSMUSG00000027669"	320.98	307.82	498.8	1359.06	1398.07	1555.02	8615.71	4017.17	4091.03	1.9343903731	6e-09	2.11091902879473e-07	"3"	32580332	32616585	"Gnb4"	"protein_coding"	2462.62888888889	8.22184874961636	"TRUE"
"ENSMUSG00000027670"	1449.5	1536.78	1474.96	100.38	183.45	148.02	0.93	15.46	23.16	-3.3692500959	4.048e-06	6.79434911649783e-05	"2"	165393760	165400405	"Ocstamp"	"protein_coding"	548.071111111111	5.39275949616826	"TRUE"
"ENSMUSG00000027676"	0	0	0	11.76	7.72	4.53	0.93	9.76	0.89	5.7793309659	0.001156531	0.0084042863	"3"	33812362	33844310	"Ccdc39"	"protein_coding"	3.95444444444444	2.93684272177922	"TRUE"
"ENSMUSG00000027678"	5520.48	4659.32	5172.73	3515.68	2353.93	1298.99	3568.91	5024.31	5946.37	-1.0987200033	0.0082404126	0.0401318996	"2"	165992636	166073242	"Ncoa3"	"protein_coding"	4117.85777777778	2.08405104249984	"TRUE"
"ENSMUSG00000027722"	1015.66	865.17	1298.54	507.39	541.66	294.54	97.84	341.68	383	-1.2431204329	0.0039730899	0.0225798353	"3"	37419896	37579096	"Spata5"	"protein_coding"	593.942222222222	2.4008716079544	"TRUE"
"ENSMUSG00000027762"	0	0.78	6.92	93.32	21.24	82.32	1.86	11.39	32.07	4.6469039607	0.0016729228	0.0113984938	"3"	60081869	60087566	"Sucnr1"	"protein_coding"	27.7666666666667	2.776524099867	"TRUE"
"ENSMUSG00000027776"	0	0	0.69	19.61	19.31	24.17	25.16	30.91	16.92	6.2113252504	0.0002170318	0.0021079768	"3"	68690644	68698547	"Il12a"	"protein_coding"	15.1966666666667	3.66347662765978	"TRUE"
"ENSMUSG00000027782"	14009.33	10602	11800.36	5407.23	6345.38	4950.53	6831.25	5653.16	6609.06	-1.1243234655	3.84829205066602e-07	8.62372900677177e-06	"3"	69067149	69127113	"Kpna4"	"protein_coding"	8023.14444444444	6.41473197634844	"TRUE"
"ENSMUSG00000027784"	42.55	19.43	5.53	84.7	104.28	72.5	63.36	161.89	185.27	1.9650032847	0.0035737092	0.0207279107	"3"	69316861	69560802	"Ppm1l"	"protein_coding"	82.1677777777778	2.44688078981962	"TRUE"
"ENSMUSG00000027800"	30.53	134.48	48.43	5.49	10.62	16.62	9.32	8.95	16.03	-2.7044572782	0.0013790291	0.0097560812	"3"	57285611	57301988	"Tm4sf1"	"protein_coding"	31.1633333333333	2.86042656933098	"TRUE"
"ENSMUSG00000027805"	5.55	24.1	13.84	120.77	182.48	109.51	196.62	315.65	167.45	3.2339131213	2.71473045372974e-09	1.01138252600292e-07	"3"	57841895	57848079	"Pfn2"	"protein_coding"	126.218888888889	8.56627328514297	"TRUE"
"ENSMUSG00000027811"	183.15	279.84	191.63	308.2	436.41	561.89	212.46	751.69	642.2	0.9967884199	0.0100680879	0.0466986479	"3"	79629079	79632820	"4930579G24Rik"	"protein_coding"	396.385555555556	1.99705300147505	"FALSE"
"ENSMUSG00000027822"	297.85	359.13	336.22	684.63	592.83	578.51	1666.11	1134.86	1015.41	0.9016896174	0.0016950178	0.0115264528	"3"	63933507	63964768	"Slc33a1"	"protein_coding"	740.616666666667	2.77082573675223	"FALSE"
"ENSMUSG00000027834"	78.63	63.74	88.55	290.95	226.9	392.72	150.02	132.6	244.05	1.9795287658	4.6704175337353e-05	0.0005838162	"3"	75557547	75643495	"Serpini1"	"protein_coding"	185.351111111111	4.33064429191965	"TRUE"
"ENSMUSG00000027858"	1447.65	1032.29	1437.6	405.44	194.07	133.68	130.46	261.95	40.97	-2.4173897392	4.46765448507729e-07	9.91581654491144e-06	"3"	102734529	102801513	"Tspan2"	"protein_coding"	564.901111111111	6.34992042128306	"TRUE"
"ENSMUSG00000027863"	49.03	50.53	71.95	902.64	954.9	2227.93	2325.85	1233.3	982.45	4.5727571948	2.56015796671682e-16	3.14191621527135e-14	"3"	101275899	101287939	"Cd2"	"protein_coding"	977.62	15.5917332370487	"TRUE"
"ENSMUSG00000027865"	1408.8	1523.57	1642.38	1014.79	849.66	876.82	909.47	1098.25	1439.39	-0.7388348544	5.95651242771991e-05	0.0007137893	"3"	100162381	100206981	"Gdap2"	"protein_coding"	1195.90333333333	4.22500794776366	"FALSE"
"ENSMUSG00000027878"	3404.97	3131.08	3662.49	1762.15	2110.62	935.73	785.53	1766.15	1937.29	-1.0848775596	0.0091728606	0.0434840699	"3"	98013527	98150361	"Notch2"	"protein_coding"	2166.22333333333	2.03749520641727	"TRUE"
"ENSMUSG00000027883"	32.38	41.98	83.02	348.2	100.41	63.44	116.48	189.55	92.63	1.6992841576	0.0063180217	0.0325062608	"3"	108678638	108722309	"Gpsm2"	"protein_coding"	118.676666666667	2.19941888679205	"TRUE"
"ENSMUSG00000027884"	1194.19	1145.01	911.13	744.23	636.28	663.85	525.55	580.04	592.32	-0.668235005	0.0009301168	0.0069978457	"3"	108653913	108678840	"Clcc1"	"protein_coding"	776.955555555556	3.03146251121982	"FALSE"
"ENSMUSG00000027889"	1772.33	2051.37	1793.89	1079.09	691.31	462.2	468.71	1198.32	1342.3	-1.3312214054	0.0003317237	0.0030077151	"3"	108074062	108086651	"Ampd2"	"protein_coding"	1206.61333333333	3.47922349920247	"TRUE"
"ENSMUSG00000027936"	4207.89	4203.02	4498.21	2380.91	2183.04	1476.47	3853.12	4767.23	4360.91	-1.0958230421	4.47740027055292e-06	7.4019e-05	"3"	90254163	90264125	"Crtc2"	"protein_coding"	3547.86666666667	5.34897407883033	"TRUE"
"ENSMUSG00000027953"	414.41	659.18	579.74	1388.86	1812.28	2088.96	1656.8	1226.79	956.62	1.6772886456	1.52800460092323e-09	5.95864672692734e-08	"3"	89268246	89270570	"Slc50a1"	"protein_coding"	1198.18222222222	8.81587533806886	"TRUE"
"ENSMUSG00000027955"	245.13	204.44	202.7	18.04	26.07	40.78	14.91	21.97	73.04	-2.9404044593	2.59587151868774e-05	0.000348954	"3"	79884533	79946280	"Fam198b"	"protein_coding"	94.12	4.58571680651951	"TRUE"
"ENSMUSG00000027956"	138.75	101.83	120.38	26.66	22.21	12.84	0	38.24	34.74	-2.5492533697	0.0019479544	0.0128323881	"3"	79812564	79852773	"Tmem144"	"protein_coding"	55.0722222222222	2.71042121381273	"TRUE"
"ENSMUSG00000027962"	44.4	43.53	104.46	1490.81	1657.79	904.76	1246.79	1250.38	1547.16	4.3955364727	2.60632754864623e-07	6.04847738013418e-06	"3"	116109949	116129688	"Vcam1"	"protein_coding"	921.12	6.58397100549585	"TRUE"
"ENSMUSG00000027985"	12.95	9.33	15.91	142.73	294.48	228.08	704.46	580.04	472.97	4.1185821047	1.76547035383797e-15	1.86025292889503e-13	"3"	131110471	131224356	"Lef1"	"protein_coding"	273.438888888889	14.753139570807	"TRUE"
"ENSMUSG00000027994"	61.05	49.75	124.53	484.65	727.03	756.74	138.84	88.67	113.12	3.0597615599	5.09265329014147e-15	5.03545144986832e-13	"3"	129914960	129970206	"Ccdc109b"	"protein_coding"	282.708888888889	14.2930558897582	"TRUE"
"ENSMUSG00000027999"	111.93	131.37	115.53	375.64	192.14	531.68	339.19	229.41	126.48	1.6164519623	2.28827498579295e-05	0.0003128459	"3"	129878606	129895825	"Pla2g12a"	"protein_coding"	239.263333333333	4.64049178685609	"TRUE"
"ENSMUSG00000028005"	5.55	16.32	2.08	0	0	0	0	3.25	1.78	-5.7075035502	0.0012420205	0.0089106854	"3"	82032006	82074689	"Gucy1b3"	"protein_coding"	3.22	2.90587123591193	"TRUE"
"ENSMUSG00000028011"	1.85	0	0	6.27	15.45	169.17	0	4.07	0	6.795609949	0.0001673147	0.0016936861	"3"	81957090	81976202	"Tdo2"	"protein_coding"	21.8677777777778	3.77646590094779	"TRUE"
"ENSMUSG00000028028"	849.16	758.67	982.38	309.77	364.97	210.71	161.21	345.75	293.04	-1.549265173	0.0003768771	0.0033367051	"3"	127670310	127780527	"Alpk1"	"protein_coding"	475.073333333333	3.42380025057316	"TRUE"
"ENSMUSG00000028031"	9.25	20.99	34.59	174.1	99.45	104.22	25.16	254.63	66.8	2.5388216502	0.0105128599	0.0483071438	"3"	132085292	132180304	"Dkk2"	"protein_coding"	87.6877777777778	1.97827912318846	"TRUE"
"ENSMUSG00000028051"	12.95	11.66	14.53	199.19	382.34	161.62	803.24	1016.9	1361.89	4.2429532478	1.35963628448997e-20	2.8085239409222e-18	"3"	89146074	89160196	"Hcn3"	"protein_coding"	440.48	19.866577253957	"TRUE"
"ENSMUSG00000028063"	1189.57	855.84	826.03	2255.43	2313.38	2613.85	1513.29	2066.34	1775.18	1.3228832609	0.0088530207	0.042343093	"3"	88480147	88509956	"Lmna"	"protein_coding"	1712.10111111111	2.05290852031836	"TRUE"
"ENSMUSG00000028064"	372.78	416.65	479.43	3132.2	4719.45	2290.61	5605.9	4496.33	3986.81	2.9980614619	1.52251010318107e-24	4.74091466905474e-22	"3"	88435959	88461182	"Sema4a"	"protein_coding"	2833.35111111111	23.8174398167632	"TRUE"
"ENSMUSG00000028068"	1310.74	1178.43	1184.39	352.9	231.72	78.54	8.39	96.81	113.12	-2.469948717	2.87874615609684e-05	0.0003842564	"3"	88081971	88121048	"Iqgap3"	"protein_coding"	506.115555555556	4.54079662892769	"TRUE"
"ENSMUSG00000028071"	49.03	83.95	65.72	637.58	569.66	673.66	2157.19	909.52	975.33	3.2418173435	1.11897777735168e-07	2.9e-06	"3"	87846755	87855722	"Sh2d2a"	"protein_coding"	680.182222222222	6.95117853837726	"TRUE"
"ENSMUSG00000028088"	511.53	549.57	978.23	239.19	287.72	173.7	485.48	622.34	533.53	-1.5447199294	1e-09	4.11160294205546e-08	"3"	97628804	97655282	"Fmo5"	"protein_coding"	486.81	9	"TRUE"
"ENSMUSG00000028098"	2616.86	2155.54	2276.78	5292.74	5469.66	3918.13	13115.52	12737.3	13773.92	1.0584094652	6.80238649992137e-06	0.0001080477	"3"	96727664	96791638	"Rnf115"	"protein_coding"	6817.38333333333	5.16733869583546	"TRUE"
"ENSMUSG00000028099"	1673.35	1642.5	1575.96	2819.29	2863.72	2205.27	10522.24	7931.02	7895.24	0.6892978463	0.0037652701	0.0216166293	"3"	96711490	96727628	"Polr3c"	"protein_coding"	4347.62111111111	2.42420386442155	"FALSE"
"ENSMUSG00000028100"	370.01	414.32	554.15	7392.11	10251.87	7738.83	41550.34	27235.87	25642.62	4.2442202591	6.27644497174623e-56	3.27363678613854e-52	"3"	96706067	96708562	"Nudt17"	"protein_coding"	13461.1244444444	55.2022862744663	"TRUE"
"ENSMUSG00000028101"	263.63	314.04	260.82	820.3	1028.28	657.05	2129.23	2437.31	2359.49	1.5781184652	5.8774180251404e-16	6.81225401436135e-14	"3"	96696384	96706070	"Pias3"	"protein_coding"	1141.12777777778	15.2308134194514	"TRUE"
"ENSMUSG00000028102"	222	270.51	307.86	384.27	339.86	487.12	370.87	267.65	252.96	0.5969830952	0.0051659628	0.0277777016	"3"	96635376	96645366	"Pex11b"	"protein_coding"	322.566666666667	2.28684872549776	"FALSE"
"ENSMUSG00000028106"	1122.97	774.22	834.33	656.4	376.55	414.62	430.51	623.97	681.39	-0.9150804886	0.0012349897	0.0088724481	"3"	95760341	95818863	"Rprd2"	"protein_coding"	657.217777777778	2.90833666447056	"FALSE"
"ENSMUSG00000028107"	1314.44	1152.78	1147.04	885.39	611.17	677.44	767.83	698.81	558.47	-0.7328228432	0.004021583	0.0227883021	"3"	95739976	95760206	"Tars2"	"protein_coding"	868.152222222222	2.39560296362188	"FALSE"
"ENSMUSG00000028114"	631.78	432.97	441.38	326.24	267.45	190.32	219.91	316.46	469.4	-0.9415949253	0.0037408106	0.0215176544	"3"	123368297	123386108	"Mettl14"	"protein_coding"	366.212222222222	2.42703427989513	"FALSE"
"ENSMUSG00000028121"	65.68	45.09	80.25	505.04	421.93	273.39	185.43	484.86	578.07	2.65092193	2.43892249219193e-07	5.69163757881435e-06	"3"	122294136	122530191	"Bcar3"	"protein_coding"	293.304444444444	6.61280200114105	"TRUE"
"ENSMUSG00000028149"	1836.15	1432.62	1544.83	1168.5	929.79	592.1	976.56	1152.76	1284.4	-0.839332586	0.0011838583	0.0085700332	"3"	138925902	139075201	"Rap1gds1"	"protein_coding"	1213.07888888889	2.92670027667634	"FALSE"
"ENSMUSG00000028161"	3256.97	2941.42	3229.41	1841.36	1723.45	1821.61	2154.39	1116.15	1361	-0.8075560095	0.0080183046	0.0392782082	"3"	136670124	136937727	"Ppp3ca"	"protein_coding"	2160.64	2.09591744975842	"FALSE"
"ENSMUSG00000028163"	6724.85	7346.55	7635.61	4194.04	5781.52	4014.8	3144	2507.27	3090.76	-0.633865384	0.0093595757	0.0441485029	"3"	135584655	135691547	"Nfkb1"	"protein_coding"	4937.71111111111	2.02874383879666	"FALSE"
"ENSMUSG00000028164"	916.69	1194.76	1407.85	548.17	364.97	425.95	333.6	449.88	491.67	-1.3938523396	1.20871148032106e-05	0.0001796107	"3"	135485611	135571404	"Manba"	"protein_coding"	681.504444444444	4.91767735295078	"TRUE"
